loan_id,age,employment_status,tenure_months,annual_income,residence_type,dependents,credit_score,delinquencies_12m,inquiries_6m,revolving_utilization,total_open_accounts,months_since_last_delinquency,loan_amount,term_months,interest_rate,installment_amount,purpose,months_on_book,current_balance,missed_payments_3m,days_past_due,payment_to_income_ratio,unemployment_rate,inflation_rate,cash_rate_proxy,region,region_risk_index,default_12m,lgd,ead,ecl_true
95,18,Employed,45,70069.0,Rent,2,666,0,0,0.27444390438379007,4,44,19650.0,24,0.06996275874764937,879.75,Other,11,10643.75,0,0,0.15066577231015144,5.629709255689198,2.0,3.0,Inner Metro,0.95,0,0.6403713678437156,10643.75,681.5209842158918
96,48,Self-employed,7,28764.0,Rent,0,650,0,1,0.3520912987449037,10,60,9651.0,36,0.08726822369097394,305.67,Debt Consolidation,37,482.55,0,0,0.12752190237797248,6.618895678121014,2.3935791634030847,3.6357339426535917,Outer Metro,1.0,0,0.6451545688457967,482.55,40.130670948202756
97,34,Employed,158,89990.0,Own,2,748,0,0,0.10198930682377345,8,120,21744.0,36,0.05,651.69,Debt Consolidation,44,1087.2,0,0,0.08690165573952661,4.020373673167683,4.127978157766967,3.6469032793454144,Inner Metro,0.95,0,0.5800120163243071,1087.2,11.8182973106011
98,29,Self-employed,23,58485.0,Mortgage,0,645,0,1,0.639867545655604,7,51,14381.0,36,0.179766764335885,519.74,Debt Consolidation,2,13582.06,1,20,0.10664067709669146,9.0,5.9451669920079,5.320020055735073,Inner Metro,0.95,1,0.6438026920756481,13582.06,3134.945408854406
99,49,Employed,97,48863.0,Rent,0,704,0,2,0.3659551635297039,11,63,9463.0,24,0.08606604916003181,430.61,Car,46,473.15,0,0,0.105751181875857,4.404692443973852,5.840541970521702,4.118222289797967,Inner Metro,0.95,0,0.6461688278128485,473.15,11.205796581935784
100,18,Employed,62,75985.0,Mortgage,1,548,2,2,0.6725356936175373,4,0,20663.0,60,0.12371632053746505,463.53,Car,34,8953.97,1,30,0.07320339540698823,5.632820167289941,4.496626917643962,4.436034439436022,Remote,1.18,0,0.6742815212140706,8953.97,3220.794049701394
101,59,Employed,16,48348.0,Rent,0,686,0,1,0.09210728084444836,2,74,4463.0,60,0.09099570975137881,92.86,Car,10,3719.17,0,0,0.023047902705385953,5.203223563011104,4.203736568508833,4.341311412145915,Regional,1.08,0,0.6604207974512849,3719.17,87.90490459525454
102,40,Self-employed,19,39366.0,Own,1,694,0,2,0.13029147079103134,10,28,7630.0,36,0.08883623086459103,242.22,Home Improvement,52,381.5,0,0,0.07383630544124371,5.2553878162596135,5.03694358500682,4.248293494983257,Outer Metro,1.0,0,0.5884964106587888,381.5,9.492276638974058
103,36,Employed,38,73150.0,Mortgage,0,717,0,3,0.09069567418364116,5,71,11722.0,36,0.09154594617259976,373.6,Car,1,11396.39,0,0,0.061287764866712245,4.249106218695962,5.723362808290389,6.600495648228179,Inner Metro,0.95,0,0.561903092760214,11396.39,243.77450452046912
104,24,Employed,8,50136.0,Own,0,660,0,0,0.4113145143536039,3,63,11467.0,72,0.12700755971683417,228.38,Car,54,2866.75,1,20,0.05466251795117281,6.481055769430759,4.152178752509193,4.615683149523447,Remote,1.18,0,0.6230086704957986,2866.75,278.9650872908446
105,35,Student,20,40288.0,Mortgage,1,675,1,2,0.07026889170486855,8,14,10172.0,48,0.11024992549264277,263.02,Debt Consolidation,5,9112.42,0,0,0.0783419380460683,4.175294494424234,4.196842563500049,5.912052253060409,Regional,1.08,0,0.6282667186337303,9112.42,414.7872949849126
106,51,Employed,47,72868.0,Own,1,685,0,1,0.23289125571580346,6,96,7778.0,36,0.05,233.11,Debt Consolidation,30,1296.33,1,33,0.038388867541307575,3.0772850991215996,4.264613532567738,3.8044087479726754,Outer Metro,1.0,0,0.6079851946323898,1296.33,15.968803804655238
107,41,Employed,94,23489.0,Mortgage,1,737,0,0,0.4102256709221648,11,74,7223.0,60,0.06873938957338634,142.59,Home Improvement,15,5417.25,0,0,0.07284601302737452,3.853603081327061,5.312486042618897,3.396048597771632,Inner Metro,0.95,0,0.5878762717235066,5417.25,209.83568874654387
108,44,Student,19,32792.0,Rent,2,573,1,1,0.5075394574789355,11,15,2860.0,36,0.1488357586811893,98.98,Medical,28,635.56,1,29,0.03622102951939498,6.934378743162904,2.220978101432688,5.399247164288849,Inner Metro,0.95,0,0.7091293378486291,635.56,133.0930066344188
109,49,Employed,94,41431.0,Own,1,689,1,0,0.15108033766091017,5,11,5026.0,48,0.10042297410246459,127.57,Car,42,628.25,0,0,0.036949144360503,6.700564225371931,4.02130378206512,4.663620238313126,Inner Metro,0.95,0,0.7102337201150968,628.25,17.081048071684094
110,29,Employed,71,43337.0,Rent,0,723,0,0,0.21955031329939959,6,41,5073.0,72,0.07044321201958972,86.6,Other,46,1831.92,0,0,0.02397950942612548,3.0,4.520780428797651,5.135586698787458,Regional,1.08,0,0.6491899334614318,1831.92,70.26177446328877
111,20,Employed,17,75172.0,Own,0,704,0,2,0.1366202071693537,6,45,14462.0,24,0.11441969571643075,677.01,Car,28,723.1,0,0,0.10807375086468367,6.176475517984693,2.0,6.311089102288674,Outer Metro,1.0,0,0.5789354645305407,723.1,21.644014268681552
112,27,Employed,17,56544.0,Own,1,620,1,0,0.39488136293722575,12,8,20304.0,36,0.0946620666227057,650.08,Home Improvement,36,1015.2,0,0,0.13796264855687607,3.0,5.192280856952529,4.69355406423636,Inner Metro,0.95,0,0.672648661732155,1015.2,105.02051433807117
113,38,Employed,22,30269.0,Rent,0,708,0,0,0.5494490774116555,12,76,7335.0,36,0.10937231185219534,239.92,Debt Consolidation,29,1426.25,0,0,0.0951151342958142,5.167326578223848,5.399037462118109,4.897693787570735,Inner Metro,0.95,0,0.5847177301784877,1426.25,65.34101139166955
114,35,Employed,64,39297.0,Mortgage,0,664,1,5,0.2431185269050254,11,12,11268.0,36,0.07243229564139117,349.18,Debt Consolidation,0,11268.0,1,32,0.10662798686922666,3.750698128443998,2.0,4.168958596221659,Outer Metro,1.0,0,0.6248931832939056,11268.0,586.9753951110363
115,35,Employed,42,75823.0,Mortgage,1,618,1,3,0.2624863663521503,7,4,25981.0,36,0.11867337156197841,861.3,Debt Consolidation,39,1299.05,0,0,0.13631220078340345,6.268937843405947,3.4626339709885876,4.639502171971145,Inner Metro,0.95,0,0.6159678832596318,1299.05,214.8446506762073
116,44,Employed,35,31181.0,Rent,2,655,0,0,0.4476765414615789,8,67,9637.0,24,0.13019103143994973,458.25,Debt Consolidation,56,481.85,0,0,0.17635739713286938,5.865593083983094,3.505896742816926,4.7698354472539535,Regional,1.08,0,0.6118056128034598,481.85,44.144623129800145
117,33,Self-employed,33,34428.0,Own,0,638,1,1,0.2284545969002223,9,22,6810.0,36,0.09567448677926017,218.36,Home Improvement,41,340.5,0,0,0.07611014290693623,6.375495109381844,2.844492701457505,4.994312866034872,Regional,1.08,0,0.5981623678662611,340.5,29.72516984706998
118,26,Employed,89,33290.0,Rent,0,657,0,0,0.19220477695096386,13,53,8137.0,24,0.10512221620491297,377.41,Medical,11,4407.54,0,0,0.1360444577951337,4.845712226694255,3.023762390652597,4.795182177488378,Outer Metro,1.0,0,0.6130659010560682,4407.54,257.01728902163063
119,27,Employed,30,21372.0,Mortgage,2,712,0,1,0.08379639439275144,7,76,7238.0,60,0.055009294940322764,138.26,Debt Consolidation,45,1809.5,0,0,0.0776305446378439,4.970405272429752,3.32086481104715,3.0,Inner Metro,0.95,0,0.6232464611570969,1809.5,28.749293989497335
120,45,Employed,14,65350.0,Rent,1,650,1,1,0.3002498227475844,7,3,17287.0,36,0.10357729429103343,560.71,Debt Consolidation,46,864.35,0,0,0.10296128538638104,3.400905053226878,4.7929264546500185,6.027625786121433,Outer Metro,1.0,0,0.6583506039616038,864.35,40.03016134063949
121,50,Employed,23,51855.0,Mortgage,3,670,0,0,0.13744833535439321,9,90,17340.0,60,0.06807713624603784,341.78,Debt Consolidation,10,14450.0,0,0,0.07909285507665606,3.9634184813241675,5.621662392104825,4.589464758574833,Outer Metro,1.0,0,0.6007565810745641,14450.0,440.46731795269824
122,53,Employed,75,57173.0,Own,2,601,1,0,0.12786945986566234,14,3,5520.0,72,0.12811310866244777,110.26,Other,34,2913.33,1,28,0.023142392388015322,6.3382401218199895,4.717367256546575,6.087391896674776,Outer Metro,1.0,0,0.6427303476737607,2913.33,287.9586414807067
123,33,Employed,34,70758.0,Mortgage,1,614,1,2,0.37183979821118024,11,16,20205.0,36,0.1063206961424306,657.97,Debt Consolidation,16,11225.0,0,0,0.11158653438480455,5.640717956565097,2.811983106807992,3.6758426976293777,Inner Metro,0.95,1,0.7126893914800172,11225.0,1145.1280399491018
124,40,Unemployed,30,18000.0,Own,2,609,1,0,0.33478177273487786,13,13,4592.0,60,0.12802459854704382,104.02,Debt Consolidation,36,1836.8,0,0,0.06934666666666667,5.325201994272678,5.0283412391466795,4.001576678771383,Inner Metro,0.95,0,0.7137322967437171,1836.8,486.72228986899944
125,43,Self-employed,19,69572.0,Own,1,634,0,2,0.374455251892925,10,25,16376.0,24,0.1124324934813621,765.1,Debt Consolidation,53,818.8,0,0,0.13196688322888517,6.714536512198166,4.785196611497601,4.297713729896086,Inner Metro,0.95,0,0.5840301935137127,818.8,84.98548359150726
126,41,Employed,33,98897.0,Rent,1,689,0,1,0.43971917372738967,4,43,25286.0,36,0.061964900634275615,771.5,Home Improvement,30,4214.33,0,0,0.0936125463866447,3.6398293774044053,2.0,4.089619227993125,Outer Metro,1.0,0,0.6217662129187628,4214.33,122.70866044510134
127,44,Employed,15,62425.0,Rent,1,588,1,1,0.6334778255870442,9,0,19529.0,48,0.13276298368507788,526.6,Debt Consolidation,53,976.45,0,0,0.10122867440929116,6.064177478546508,5.611877307063671,4.86153435742043,Inner Metro,0.95,1,0.7503635781516784,976.45,283.140110303931
128,46,Employed,127,72220.0,Mortgage,1,667,0,1,0.5231316899357165,6,65,12946.0,36,0.09951979104113075,417.44,Debt Consolidation,39,647.3,0,0,0.06936139573525339,3.7850120571664485,4.173587474621574,5.591201576733622,Inner Metro,0.95,0,0.6563749081194845,647.3,24.660148640293553
129,30,Unemployed,8,18000.0,Mortgage,0,672,0,1,0.13691502027251376,10,20,3788.0,36,0.12592448534808162,126.89,Debt Consolidation,45,189.4,0,0,0.08459333333333334,6.9734486446952255,4.221855459482749,5.874296389642461,Inner Metro,0.95,0,0.6499955595490121,189.4,21.75201581399601
130,31,Employed,34,58413.0,Rent,0,701,0,1,0.3561261150061504,4,63,7507.0,36,0.09984466920338114,242.18,Debt Consolidation,45,375.35,0,0,0.04975193878075086,5.853369007328283,2.0,4.03314534286567,Outer Metro,1.0,0,0.6499863708368979,375.35,17.232292447783916
131,43,Self-employed,83,32613.0,Rent,0,674,0,0,0.09679250584569556,8,35,4677.0,36,0.08421697662490837,147.47,Debt Consolidation,6,3897.5,0,0,0.054261797442737555,6.357401632838201,6.098092696595805,3.9014049900210264,Inner Metro,0.95,0,0.62422787130577,3897.5,285.84111574361503
132,27,Employed,50,53140.0,Own,2,598,1,1,0.6809119079211078,9,11,11154.0,36,0.12563131888969262,373.48,Other,14,6816.33,0,0,0.08433872788859617,4.358023883468762,4.438052224691122,5.268908708907929,Regional,1.08,0,0.6698412978617664,6816.33,1047.9333431063744
133,31,Employed,26,30826.0,Rent,0,554,2,2,0.8210529843965657,2,20,8015.0,60,0.1465589886671285,189.23,Debt Consolidation,36,3206.0,0,0,0.07366379030688379,7.818517870325462,5.0076455344794155,3.4446259344404737,Outer Metro,1.0,1,0.7559569131459796,3206.0,1962.209684865045
134,40,Employed,63,64515.0,Own,1,626,0,1,0.17612322163457578,3,53,6385.0,36,0.1300978785857901,215.17,Other,23,2305.69,0,0,0.04002232039060683,7.598269469282256,2.279074232416129,5.170752519660554,Inner Metro,0.95,0,0.6250666212078775,2305.69,120.91332002226982
135,33,Employed,7,44594.0,Mortgage,1,687,0,2,0.6017258402931032,8,42,5110.0,72,0.1220525690068629,100.45,Other,47,1774.31,0,0,0.027030542225411493,5.7164548246084115,4.665310437506181,4.263354582266436,Outer Metro,1.0,0,0.611698819050183,1774.31,209.28899597996403
136,42,Employed,47,43689.0,Rent,0,618,1,1,0.26171469112950335,9,11,10095.0,36,0.10566142191736252,328.43,Car,2,9534.17,0,0,0.09020943486918905,6.6103140557132205,4.6912198853809945,4.058900920796961,Inner Metro,0.95,0,0.6495665283722198,9534.17,829.3021001377157
137,30,Employed,29,67301.0,Rent,2,620,0,2,0.5429890331244063,9,53,20737.0,48,0.08334343008363515,509.51,Debt Consolidation,24,10368.5,0,0,0.0908473871116328,4.837735849530564,3.797769958944988,3.0,Remote,1.18,0,0.5720066071946364,10368.5,942.2018575995432
138,18,Student,46,18000.0,Own,1,696,1,1,0.1533376720124801,7,8,2927.0,60,0.06908094618166967,57.83,Car,56,195.13,0,0,0.038553333333333335,3.677822521288668,2.318873160888457,4.765070281751342,Outer Metro,1.0,0,0.6270877731630734,195.13,4.710917730573438
139,41,Employed,45,47036.0,Own,1,689,0,0,0.5454095202295746,8,33,14210.0,48,0.1375064232219115,386.53,Debt Consolidation,46,710.5,1,25,0.09861297729398757,6.154948621077336,3.9201160437751876,5.667601228820339,Regional,1.08,0,0.6133602964638829,710.5,55.263112934402464
140,37,Employed,101,81610.0,Mortgage,1,663,0,0,0.17949339508738524,8,83,21050.0,24,0.08037296482351106,952.39,Medical,17,6139.58,0,0,0.14004019115304497,4.096827894400045,2.7584217092232386,3.3150775171130804,Inner Metro,0.95,0,0.5866469054738543,6139.58,171.69500686233835
141,52,Employed,5,44908.0,Mortgage,2,667,0,2,0.422589004138893,7,66,10246.0,48,0.13623634679747296,278.06,Car,59,512.3,0,0,0.07430123808675514,6.772264173021095,3.0923158567350453,4.782664095235519,Outer Metro,1.0,0,0.5778294827163047,512.3,32.75454111593415
142,34,Self-employed,23,20436.0,Own,1,605,2,1,0.4513999769542043,4,0,5734.0,48,0.12814685379679805,153.3,Other,1,5614.54,3,72,0.09001761597181446,6.457429766064246,5.508044224582638,4.999508128283413,Outer Metro,1.0,0,0.5861939052366867,5614.54,1553.8217067797955
143,39,Self-employed,13,25970.0,Mortgage,1,747,0,0,0.18336696756625936,5,86,5346.0,36,0.09804692946660225,172.01,Debt Consolidation,9,4009.5,0,0,0.07948093954562957,5.482267180645383,4.1127711333053,3.9721940446160318,Regional,1.08,0,0.6067992210917356,4009.5,166.47531390741946
144,34,Employed,124,70519.0,Own,0,560,3,2,0.29538827521680355,10,1,12061.0,36,0.12130361664208658,401.35,Car,19,5695.47,0,0,0.0682964874714616,5.415155059244036,3.8948648579649334,4.931594058061238,Outer Metro,1.0,0,0.6565061796211308,5695.47,573.9461687630222
145,30,Employed,117,43787.0,Own,0,672,0,1,0.23042445083114077,3,65,7964.0,48,0.12749640984463767,212.67,Debt Consolidation,3,7466.25,1,26,0.058283052047411334,6.3871461802595455,2.471914696436901,5.396464775374805,Outer Metro,1.0,0,0.6015609649327311,7466.25,367.5253595252331
146,33,Employed,49,61013.0,Rent,0,625,1,2,0.5437926920229088,3,16,17480.0,36,0.11987901137340792,580.49,Debt Consolidation,40,874.0,0,0,0.11417042269680232,5.529476827715598,3.940459271503431,4.6829501047395565,Inner Metro,0.95,1,0.6971209199547052,874.0,110.91603167874797
147,27,Self-employed,32,55827.0,Own,1,589,2,1,0.27148104074893964,12,17,13555.0,36,0.09041708912264824,431.31,Car,20,6024.44,0,0,0.09270997904239885,4.7146459272409365,3.8047621239710656,5.053202164416648,Inner Metro,0.95,0,0.6705163296965133,6024.44,691.3488441615613
148,39,Student,21,24365.0,Rent,2,586,1,1,0.6921710251857016,6,1,4144.0,36,0.09637286943125885,133.01,Car,27,1036.0,0,0,0.06550872152678021,3.3825913312080864,2.7238723560889557,4.2390880316940995,Outer Metro,1.0,0,0.6648649455195587,1036.0,209.49006619516095
149,39,Student,4,18000.0,Rent,1,653,1,2,0.26274340601457086,2,15,2000.0,60,0.1279819676291142,45.3,Other,52,266.67,2,52,0.030199999999999998,6.350679675300713,5.410505247548306,5.312199815754522,Inner Metro,0.95,0,0.6831045751809949,266.67,40.480209163363156
150,27,Employed,30,26359.0,Own,2,675,0,0,0.1709448232886717,4,43,9582.0,72,0.07319225465449264,164.84,Debt Consolidation,21,6787.25,0,0,0.07504381805076064,5.639726800449429,5.348267036262749,3.0,Inner Metro,0.95,0,0.635066560586042,6787.25,406.5323755686913
151,47,Employed,85,57540.0,Own,0,642,1,1,0.6116862431932608,4,10,14458.0,24,0.16536851875064085,711.62,Car,40,722.9,1,30,0.1484087591240876,8.50679209232662,2.9931575992612185,5.270115262054021,Regional,1.08,1,0.6627797414142811,722.9,154.99389536611582
152,30,Self-employed,14,39521.0,Mortgage,0,642,0,2,0.6009805251931497,11,38,4787.0,36,0.12122661771366225,159.28,Other,52,239.35,0,0,0.048363148705751376,5.084906612201576,4.514578942314279,5.7318793314047864,Regional,1.08,0,0.5864907579221899,239.35,13.379514335430496
153,38,Employed,56,54487.0,Mortgage,0,742,0,0,0.1133765803979169,11,28,4998.0,72,0.07551333227791425,86.54,Medical,8,4442.67,0,0,0.01905922513627104,5.562443263700848,2.0,3.749013532465515,Inner Metro,0.95,0,0.5671868847215346,4442.67,85.96372132604337
154,47,Student,32,32844.0,Rent,0,675,0,2,0.18384197178148626,10,35,9538.0,36,0.08947935447706898,303.07,Debt Consolidation,50,476.9,0,0,0.11073072707343806,5.590604268614877,4.413711287333342,3.7241618758713795,Outer Metro,1.0,0,0.6128709694834295,476.9,40.9536017900213
155,52,Employed,48,38811.0,Own,2,606,1,0,0.5821545650221023,9,0,6923.0,48,0.14812190467135156,192.01,Home Improvement,38,1442.29,1,15,0.059367705032078534,5.980907629618005,5.015748063306816,6.118159423664743,Inner Metro,0.95,1,0.6512079451414219,1442.29,333.39041404316333
156,18,Employed,21,24035.0,Rent,0,585,1,3,0.17585859627984063,4,9,4609.0,24,0.06672263919613218,205.67,Debt Consolidation,8,3072.67,0,0,0.10268525067609735,4.039745288326404,2.5403893269367916,4.885981045745963,Outer Metro,1.0,0,0.664587549462762,3072.67,173.49934455939785
157,47,Employed,42,46286.0,Own,1,685,0,0,0.4383551475929306,5,70,15068.0,36,0.07896291790298009,471.46,Car,18,7534.0,0,0,0.12222961586656872,5.107341696666026,4.019524644263187,3.0,Inner Metro,0.95,1,0.6143346962969888,7534.0,598.5554890243354
158,41,Employed,7,18385.0,Rent,3,560,1,0,0.5866365040570473,8,6,5060.0,60,0.11668030987933664,111.71,Car,3,4807.0,0,0,0.07291378841446831,6.193191302654073,4.1658890445258345,4.280783913649889,Outer Metro,1.0,0,0.6709576939756563,4807.0,974.2152151165317
159,43,Self-employed,70,79598.0,Mortgage,1,668,0,1,0.47932015030170017,10,80,16934.0,48,0.07161390564064965,406.77,Other,13,12347.71,0,0,0.06132365134802381,4.8006838858966905,7.7558646856248075,3.0,Outer Metro,1.0,0,0.5915534503351738,12347.71,1263.281114163804
160,33,Employed,79,37665.0,Own,0,667,0,1,0.4722159946555137,5,86,9243.0,60,0.10542586373070288,198.86,Home Improvement,54,924.3,0,0,0.06335643170051773,6.14822649254347,7.355054908111609,4.275516273385108,Regional,1.08,0,0.5905901892232897,924.3,74.18006436648314
161,46,Employed,39,60891.0,Rent,3,739,0,1,0.00020894883494228245,7,42,14476.0,60,0.06710767370911024,284.67,Other,13,11339.53,1,34,0.05610090161107553,5.3160591615684964,4.41849481491602,4.4713800856271515,Inner Metro,0.95,0,0.6459062706305275,11339.53,350.0067309688965
162,50,Employed,56,63680.0,Rent,1,652,0,1,0.4716186777719378,6,54,20085.0,36,0.12984802754292177,676.6,Debt Consolidation,59,1004.25,0,0,0.1275,5.682245281065914,3.1371989336497736,5.11293994503022,Regional,1.08,0,0.6487863464872078,1004.25,105.28136612488709
163,44,Employed,37,43545.0,Mortgage,0,670,1,2,0.464887588411237,8,9,8612.0,60,0.12230168787957568,192.57,Other,36,3444.8,0,0,0.05306786083362039,6.581363696299372,4.317795568149428,4.5291096467581475,Inner Metro,0.95,0,0.6998293208396225,3444.8,604.7000057022162
164,47,Self-employed,13,32748.0,Mortgage,1,623,0,0,0.2812291405427318,12,30,7863.0,36,0.09773143721512746,252.88,Car,0,7863.0,0,0,0.09266397947966287,4.927173285938243,5.46414576696095,6.096503660359223,Inner Metro,0.95,0,0.5368609932922176,7863.0,762.3615969840472
165,59,Employed,25,38293.0,Rent,1,708,0,2,0.49889534277299286,7,55,8523.0,72,0.09335728196026133,155.06,Medical,11,7220.88,0,0,0.04859164860418353,3.4577785470961016,2.0,4.613978744878572,Outer Metro,1.0,0,0.639597710630685,7220.88,297.1466209561456
166,53,Employed,13,29143.0,Mortgage,2,640,0,1,0.5401729871247057,4,38,7479.0,36,0.09508741453208223,239.6,Debt Consolidation,18,3739.5,0,0,0.09865833991009847,4.8803920835668295,2.0,3.0,Inner Metro,0.95,0,0.6392682615117952,3739.5,184.34203216979455
167,31,Employed,20,35629.0,Mortgage,0,681,0,3,0.29025596249099694,16,70,11069.0,36,0.08376369908741699,348.79,Car,33,922.42,0,0,0.11747396783519043,4.209333782694872,2.510245974161695,5.11523325182396,Regional,1.08,0,0.6261277284711747,922.42,27.94960812401421
168,46,Employed,19,24875.0,Mortgage,3,587,1,0,0.7011506103783883,13,9,5589.0,60,0.09460952759550635,117.27,Debt Consolidation,9,4750.65,0,0,0.05657246231155779,3.0,4.991049155296348,4.6075807779205284,Regional,1.08,0,0.7203959754798896,4750.65,908.084643550581
